Month,Type,Price,Location,Postcode,Bedrooms,Bathrooms,Parking,Garden,Lease Length,Contact
July,Apartment,940,Dublin City South,Dublin 8,1,1,No,N/A, ,Owner
July,Apartment,3150,Dublin City South,Dublin 2,2,2,No,No,12,Estate Agent
July,Apartment,1280,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
July,Apartment,3090,Dublin City North,Dublin 1,2,1,Yes,No,12,Estate Agent
July,House,4530,Dublin City South,Dublin 8,4,3,Yes,Yes,12,Owner
July,House,6050,Dublin City Sth.,Dublin 20,3,1,Yes,Yes,3,Estate Agent
July,House,3480.00,Dublin City South,Dublin 2,2,1,Yes,Yes,12,Owner
July,House,4880,Dublin City Sth.,Dublin 10,4,4,Yes,Yes,120,Owner
July,House,6890,Dublin City South,Dublin 4,4,4,Yes,Yes,12,Estate Agent
July,Apartment,1270,Dublin City South,Dublin 24,1,1,No,N/A,3,Estate Agent
July,Apartment,1270.00,Dublin City South,Dublin 8,1,1,No,No,6,Estate Agent
July,Apartment,2850,Dublin City Sth.,Dublin 2,2,1,No,No,12,Estate Agent
July,Apartment,1940,Dublin City South,Dublin 16,3,1,No,No,12,Owner
July,Apartment,1470,Dublin City North,Dublin 3,2,1,No,No,12,Estate Agent
July,Apartment,1590,Dublin City North,Dublin 1,1,1,Yes,No,12,Estate Agent
July,House,2260,Dublin City Nth.,Dublin 9,4,3,Yes,Yes,6,Estate Agent
July,Apartment,1150,Dublin City Nth.,Dublin 1,2,1,No,No,12,Estate Agent
July,House,4870,Dublin City North,Dublin 7,2,2,Yes,Yes,3,Estate Agent
July,House,6930,Dublin City Sth.,Dublin 6,3,2,Yes,Yes,3,Estate Agent
July,Apartment,2560,Dublin City Nth.,Dublin 1,2,1,Yes,No,12,Estate  Agent
July,Apartment,750,Dublin City North,Dublin 11,1,2,No,No,6,Estate Agent
July,Apartment,2270,Dublin City South,Dublin 20,2,2,No,No,120,Owner
July,Apartment,1310,Dublin City South,Dublin 2,1,2,No,No,12,Estate  Agent
July,Apartment,1310,Dublin City Sth.,Dublin 18,1,1,Yes,No,12,Owner
July,Apartment,1570,Dublin City North,Dublin 1,2,2,N/A,N/A,120,Owner
July,Apartment,1990,Dublin City North,Dublin 5,1,1,No,No,3,Owner
July,Apartment,1760,Dublin City North,Dublin 1,1,1,No,No,3,Estate Agent
July,House,5980,Dublin City South,Dublin 16,1,1,No,Yes,3,Owner
July,Apartment,1250,Dublin City South,Dublin 2,1,2,Yes,No,12,Owner
July,Apartment,2340,Dublin City North,Dublin 1,1,1,No,No,3,Estate Agent
July,Apartment,2190.00,Dublin City South,Dublin 2,1,1,No,No,120,Estate Agent
July,House,2510.00,South Co Dublin,,4,4,Yes,Yes,12,Estate Agent
July,Apartment,1680,Dublin City South,Dublin 2,2,1,No,No, ,Estate Agent
July,House,3110,Dublin City South,Dublin 24,3,2,Yes,Yes, ,Estate Agent
July,Apartment,1600,Dublin City South,Dublin 18,1,1,No,No,12,Estate Agent
July,Apartment,1030,Dublin City South,Dublin 14,1,1,No,No,12,Estate Agent
July,Apartment,2200,Dublin City Nth.,Dublin 1,2,1,No,No,12,Estate Agent
July,Apartment,2420,Dublin City Sth.,Dublin 2,1,2,No,No,60,Estate Agent
July,Apartment,930,Dublin City South,Dublin 24,1,1,Yes,No,12,Estate Agent
July,Apartment,1700,Dublin City Nth.,Dublin 15,1,1,No,No,6,Estate Agent
July,House,3210,Dublin City North,Dublin 15,4,1,Yes,N/A,3,Estate Agent
July,Apartment,1460,Dublin City North,Dublin 1,2,2,No,No,12,Estate Agent
July,Apartment,1820.00,Dublin City Sth.,Dublin 6W,1,1,No,No,12,Estate Agent
July,House,3830,Dublin City North,Dublin 1,3,2,Yes,Yes,6,Owner
July,House,2070.00,Dublin City South,Dublin 6,2,1,Yes,No,6,Estate Agent
July,Apartment,1720.00,Dublin City Sth.,Dublin 2,1,1,No,No,60,Estate Agent
July,Apartment,1950,North Co Dublin,,2,1,Yes,No,12,Estate Agent
July,Apartment,1900,Dublin City South,Dublin 14,1,1,No,No,120,Owner
July,House,3630,South Co Dublin,,4,4,No,Yes,6,Owner
July,House,4670,Dublin City Sth.,Dublin 6,2,1,No,No,3,Estate Agent
July,House,6270,Dublin City Sth.,Dublin 6W,3,2,Yes,Yes,3,Estate Agent
July,House,3020,Dublin City North,Dublin 15,4,4,Yes,Yes,12,Estate Agent
July,Apartment,1170,South Co Dublin,,2,1,No,N/A,12,Estate Agent
July,Apartment,1840,Dublin City North,Dublin 1,2,1,No,No,6,Estate Agent
July,House,3190,Dublin City South,Dublin 8,3,1,Yes,Yes,3,Owner
July,Apartment,2470,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
July,House,2640,Dublin City South,Dublin 6,4,3,No,Yes,12,Estate Agent
July,Apartment,1370,Dublin City South,Dublin 24,1,1,No,No,12,Estate Agent
July,Apartment,1120,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
July,Apartment,1130,Dublin City South,Dublin 22,2,1,No,No,12,Estate Agent
July,Apartment,1550.00,Dublin City Nth.,Dublin 13,1,1,No,N/A,12,Estate Agent
July,House,4060.00,Dublin City North,Dublin 15,2,1,No,Yes,120,Estate Agent
July,Apartment,1440,Dublin City Nth.,Dublin 15,1,1,No,No,12,Estate Agent
July,Apartment,960.00,Dublin City North,Dublin 11,1,2,No,No,12,Estate Agent
July,Apartment,1130,Dublin City North,Dublin 13,2,2,Yes,No,6,Estate Agent
July,Apartment,1950,Dublin City South,Dublin 12,2,1,No,No,3,Estate Agent
July,Apartment,940,Dublin City North,Dublin 1,1,2,N/A,No,12,Estate Agent
July,Apartment,4200,Dublin City South,Dublin 20,3,2,No,No,12,Estate Agent
July,House,4240,Dublin City North,Dublin 5,4,4,Yes,Yes,12,Owner
July,Apartment,3160,Dublin City South,Dublin 2,3,1,N/A,No,12,Estate Agent
July,House,2570,South Co Dublin,,4,1,Yes,Yes,12,Owner
July,Apartment,1250.00,Dublin City Nth.,Dublin 11,1,2,Yes,No,6,Estate Agent
July,House,3490,Dublin City North,Dublin 3,4,1,No,Yes,12,Estate Agent
July,Apartment,2220,Dublin City Nth.,Dublin 1,2,2,No,N/A,6,Owner
July,Apartment,3420,Dublin City Sth.,Dublin 2,2,1,No,No,12,Estate Agent
July,Apartment,1760,North Co Dublin,,1,2,No,No,6,Owner
July,House,3030,Dublin City North,Dublin 13,4,1,No,Yes,12,Estate Agent
July,House,3800,Dublin City North,Dublin 15,3,1,Yes,N/A, ,Owner
July,Apartment,2510,Dublin City South,Dublin 2,1,2,No,No,3,Estate Agent
July,Apartment,2430,Dublin City South,Dublin 2,1,1,No,No,12,Estate Agent
July,Apartment,2430,Dublin City Sth.,Dublin 8,2,2,No,No,12,Owner
July,Apartment,2610,Dublin City South,Dublin 2,2,1,No,No,12,Estate Agent
July,Apartment,1060,Dublin City South,Dublin 6W,1,2,No,No,6,Estate Agent
July,Apartment,3880,Dublin City North,Dublin 1,3,1,No,No,120,Estate Agent
July,House,3010,Dublin City North,Dublin 1,3,1,Yes,Yes,12,Estate Agent
July,House,2750,South Co Dublin,,3,2,No,N/A,6,Owner
July,House,7740,Dublin City South,Dublin 4,3,2,Yes,Yes,3,Owner
July,Apartment,3110,Dublin City South,Dublin 2,2,1,No,No,120,Estate Agent
July,Apartment,1110,Dublin City North,Dublin 13,2,1,No,No,12,Estate Agent
July,House,2890,Dublin City Nth.,Dublin 1,3,2,Yes,Yes,6,Estate Agent
July,Apartment,2570,Dublin City Nth.,Dublin 1,3,1,No,No,12,Owner
July,Apartment,1170,Dublin City South,Dublin 2,2,2,No,No,12,Estate Agent
July,House,3790,North Co Dublin,,5,2,No,Yes,6,Owner
July,Apartment,1650.00,Dublin City South,Dublin 10,1,2,No,No,12,Owner
July,House,5150,Dublin City Nth.,Dublin 3,1,1,No,Yes,12,Estate Agent
July,Apartment,2140,Dublin City South,Dublin 2,1,2,No,No,6,Estate Agent
July,Apartment,1330,Dublin City South,Dublin 2,1,1,No,N/A,12,Owner
July,Apartment,1650,Dublin City South,Dublin 12,2,1,No,No,12,Estate Agent
July,Apartment,2190,Dublin City Nth.,Dublin 1,2,2,No,No,12,Owner
July,Apartment,2610,Dublin City Nth.,Dublin 1,2,2,Yes,No,12,Estate Agent
July,Apartment,1330,Dublin City South,Dublin 12,1,1,No,No,3,Estate Agent
July,Apartment,3000,Dublin City North,Dublin 1,2,2,Yes,No,120,Estate Agent
July,Apartment,1770,Dublin City Nth.,Dublin 7,1,1,No,No,12,Owner
July,Apartment,1140,Dublin City North,Dublin 9,2,1,Yes,No,12,Owner
July,House,5190,Dublin City South,Dublin 4,4,3,No,Yes,12,Estate Agent
July,Apartment,3810.00,Dublin City North,Dublin 17,3,2,No,No,12,Estate  Agent
July,House,3790.00,Dublin City North,Dublin 15,4,3,No,Yes,12,Estate Agent
July,Apartment,1490,Dublin City Sth.,Dublin 16,2,1,No,No,12,Estate Agent
July,Apartment,2700,Dublin City Sth.,Dublin 18,2,2,No,No,12,Estate Agent
July,Apartment,1380,Dublin City Sth.,Dublin 14,1,1,No,No,12,Estate Agent
July,House,3020,Dublin City South,Dublin 8,1,2,No,Yes,6,Owner
July,Apartment,950,Dublin City North,Dublin 11,1,1,No,No,12,Estate Agent
July,Apartment,2900,Dublin City South,Dublin 2,2,2,N/A,No, ,Estate Agent
July,Apartment,1670,Dublin City North,Dublin 1,1,1,No,No,12,Owner
July,Apartment,3540.00,Dublin City Nth.,Dublin 17,3,1,No,No,12,Estate Agent
July,Apartment,3000,Dublin City North,Dublin 1,2,2,Yes,No,120,Owner
July,Apartment,2720,Dublin City North,Dublin 3,2,2,No,No,12,Estate Agent
July,House,6020,Dublin City Nth.,Dublin 1,4,3,Yes,Yes,12,Owner
July,Apartment,5450,Dublin City North,Dublin 1,3,1,Yes,N/A,12,Estate Agent
July,Apartment,1170,Dublin City Sth.,Dublin 18,1,1,No,No,6,Estate Agent
July,Apartment,1520.00,Dublin City North,Dublin 1,1,1,No,No,12,Owner
July,Apartment,2530,Dublin City South,Dublin 16,2,2,N/A,No,12,Estate Agent
July,House,2630.00,Dublin City Nth.,Dublin 5,3,2,Yes,Yes,12,Owner
July,House,3290,Dublin City South,Dublin 6,4,1,No,N/A,3,Owner
July,Apartment,2430,Dublin City North,Dublin 1,2,1,No,No,6,Owner
July,Apartment,2250,Dublin City South,Dublin 16,2,1,No,No,3,Estate  Agent
July,Apartment,830,Dublin City South,Dublin 14,1,2,No,No,6,Owner
July,Apartment,1380.00,Dublin City South,Dublin 2,2,2,No,No,12,Owner
July,Apartment,3730.00,Dublin City South,Dublin 12,3,1,No,No,6,Estate Agent
July,Apartment,1590,Dublin City North,Dublin 7,2,1,No,No,12,Estate Agent
July,Apartment,1710.00,Dublin City South,Dublin 22,3,2,No,No,12,Estate Agent
July,House,2750,Dublin City Sth.,Dublin 12,4,2,No,Yes,6,Estate Agent
July,Apartment,1720,Dublin City Nth.,Dublin 1,2,1,No,No,3,Estate Agent
July,Apartment,2410,Dublin City North,Dublin 1,2,1,Yes,No,12,Estate Agent
July,Apartment,2420,Dublin City South,Dublin 6W,2,2,No,No,3,Estate Agent
July,Apartment,810.00,Dublin City South,Dublin 10,1,1,Yes,No,12,Estate Agent
July,Apartment,1540,Dublin City South,Dublin 10,2,2,No,No,3,Estate Agent
July,House,3090.00,Dublin City North,Dublin 17,3,2,No,Yes,6,Estate  Agent
July,Apartment,3930,Dublin City South,Dublin 4,3,1,N/A,No,12,Estate Agent
July,House,6040.00,Dublin City Nth.,Dublin 13,2,2,No,Yes,3,Owner
July,Apartment,1340,Dublin City South,Dublin 8,1,2,Yes,N/A,12,Owner
July,Apartment,800,Dublin City South,Dublin 18,1,1,No,No,12,Estate Agent
July,Apartment,1220,Dublin City South,Dublin 2,1,1,No,No,12,Owner
July,House,3610,North Co Dublin,,1,2,No,Yes,3,Owner
July,Apartment,1110,South Co Dublin,,1,2,N/A,No,12,Estate Agent
July,Apartment,3310,Dublin City North,Dublin 17,3,1,No,No,12,Owner
July,House,4510,Dublin City South,Dublin 12,3,2,Yes,Yes,12,Estate Agent
July,Apartment,2350,Dublin City South,Dublin 14,2,2,No,No,120,Estate Agent
July,Apartment,2510,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
July,Apartment,2070,Dublin City Sth.,Dublin 16,2,2,No,No,3,Owner
July,Apartment,1650,Dublin City Nth.,Dublin 1,1,2,No,No,12,Estate Agent
August,Apartment,1810,Dublin City South,Dublin 10,2,1,No,No,12,Estate Agent
August,Apartment,1380,Dublin City Sth.,Dublin 20,2,1,No,No,12,Estate Agent
August,Apartment,4300,Dublin City South,Dublin 10,3,1,No,No, ,Estate Agent
August,Apartment,2090,Dublin City South,Dublin 24,2,1,No,No, ,Estate Agent
August,Apartment,1290.00,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
August,Apartment,1380,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
August,Apartment,4380,Dublin City South,Dublin 2,3,1,No,No,12,Estate Agent
August,Apartment,1730,Dublin City North,Dublin 1,2,1,Yes,No,60,Owner
August,Apartment,2940.00,Dublin City North,Dublin 1,2,2,No,No,12,Estate Agent
August,House,5140,North Co Dublin,,4,4,Yes,Yes,3,Estate Agent
August,Apartment,1730.00,Dublin City South,Dublin 2,2,2,No,No,12,Estate  Agent
August,Apartment,2260,Dublin City Sth.,Dublin 16,2,1,No,No,12,Estate Agent
August,House,4560,Dublin City North,Dublin 15,2,2,No,Yes,12,Estate Agent
August,Apartment,2490,Dublin City South,Dublin 6W,2,1,Yes,No,6,Estate Agent
August,Apartment,2230,Dublin City Sth.,Dublin 4,1,1,No,No,12,Owner
August,Apartment,1360,Dublin City South,Dublin 20,3,1,No,No,120,Estate Agent
August,House,3450,South Co Dublin,,3,1,No,Yes,12,Owner
August,Apartment,1160,Dublin City North,Dublin 3,2,2,No,No,12,Estate Agent
August,Apartment,1380,Dublin City Sth.,Dublin 8,1,2,Yes,No,12,Owner
August,House,5010,Dublin City South,Dublin 18,4,2,Yes,Yes,12,Estate Agent
August,Apartment,3120,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
August,House,4310.00,Dublin City Nth.,Dublin 7,3,1,Yes,N/A,3,Estate Agent
August,Apartment,860,Dublin City North,Dublin 15,2,1,No,No,12,Estate Agent
August,Apartment,2940,Dublin City South,Dublin 2,2,1,No,No,12,Owner
August,Apartment,2470.00,Dublin City South,Dublin 2,1,2,No,No,12,Estate Agent
August,Apartment,770,Dublin City South,Dublin 20,1,1,Yes,No,12,Estate Agent
August,Apartment,2260.00,Dublin City South,Dublin 14,2,1,No,No,12,Owner
August,Apartment,1160.00,Dublin City South,Dublin 8,1,1,Yes,No,12,Estate Agent
August,House,2660,North Co Dublin,,4,2,Yes,Yes,12,Estate Agent
August,Apartment,2210,Dublin City North,Dublin 13,2,2,No,No,3,Estate Agent
August,House,3380,Dublin City North,Dublin 11,3,1,Yes,Yes,12,Estate Agent
August,House,5010,Dublin City Nth.,Dublin 7,3,2,Yes,Yes,12,Estate Agent
August,Apartment,1450,Dublin City Sth.,Dublin 2,2,1,Yes,No,6,Estate Agent
August,Apartment,1570,Dublin City South,Dublin 24,2,2,No,No,12,Estate Agent
August,Apartment,1930,Dublin City South,Dublin 24,2,1,No,No,6,Estate Agent
August,Apartment,1490,Dublin City South,Dublin 2,1,1,No,No,12,Estate Agent
August,House,3240,Dublin City South,Dublin 10,3,1,Yes,Yes,12,Owner
August,Apartment,1690,Dublin City South,Dublin 2,2,2,No,No,12,Estate Agent
August,Apartment,1770,Dublin City South,Dublin 20,1,1,No,No,12,Estate  Agent
August,Apartment,2730.00,Dublin City Nth.,Dublin 1,2,1,No,No,12,Estate Agent
August,Apartment,2790,Dublin City South,Dublin 6,2,1,Yes,No,12,Estate Agent
August,Apartment,1530,Dublin City South,Dublin 12,1,2,Yes,No,6,Estate Agent
August,House,3950,Dublin City South,Dublin 24,4,4,Yes,Yes,3,Estate Agent
August,Apartment,2510.00,Dublin City South,Dublin 22,2,2,No,No,120,Owner
August,Apartment,1800,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
August,Apartment,1450,Dublin City South,Dublin 2,1,1,No,No,12,Owner
August,House,4950,Dublin City North,Dublin 9,3,1,Yes,Yes,30,Estate Agent
August,Apartment,5890,Dublin City South,Dublin 2,3,1,Yes,No,12,Estate Agent
August,Apartment,1610,Dublin City Nth.,Dublin 9,1,1,N/A,No, ,Owner
August,Apartment,940,North Co Dublin,,1,1,No,No,30,Estate Agent
August,Apartment,1050,Dublin City South,Dublin 12,1,1,N/A,N/A,3,Owner
August,Apartment,2760,Dublin City South,Dublin 14,2,1,Yes,No,12,Estate  Agent
August,Apartment,2030,Dublin City North,Dublin 1,1,2,No,No,12,Estate Agent
August,House,3350,Dublin City South,Dublin 4,4,3,Yes,Yes,12,Owner
August,Apartment,1490,Dublin City Sth.,Dublin 16,1,2,No,No,12,Estate Agent
August,Apartment,1850,Dublin City Sth.,Dublin 2,1,1,No,No,12,Estate Agent
August,Apartment,1410,Dublin City South,Dublin 8,1,2,No,No,120,Owner
August,Apartment,1890,Dublin City South,Dublin 20,2,1,No,No,12,Estate Agent
August,Apartment,2260.00,Dublin City North,Dublin 1,1,1,No,No,3,Estate Agent
August,Apartment,2280,Dublin City South,Dublin 2,2,2,No,No,6,Estate Agent
August,Apartment,1670,Dublin City South,Dublin 2,2,2,No,No,6,Estate Agent
August,Apartment,1830,Dublin City North,Dublin 1,2,2,Yes,No,12,Owner
August,House,2360.00,Dublin City North,Dublin 7,3,2,No,Yes,12,Owner
August,Apartment,2360,Dublin City Sth.,Dublin 2,1,1,No,No,6,Owner
August,House,3260.00,Dublin City Nth.,Dublin 15,3,2,N/A,Yes,12,Estate Agent
August,House,2510.00,South Co Dublin,,1,2,No,Yes,120,Estate Agent
August,Apartment,1140,Dublin City South,Dublin 12,2,1,No,N/A,12,Estate Agent
August,House,2830,Dublin City North,Dublin 1,2,2,Yes,No,12,Owner
August,Apartment,2800,Dublin City South,Dublin 2,2,1,No,No,3,Owner
August,Apartment,1860,Dublin City South,Dublin 2,1,1,No,No,12,Estate Agent
August,Apartment,2210,Dublin City South,Dublin 2,1,2,No,No,6,Owner
August,House,6690.00,Dublin City South,Dublin 4,4,3,N/A,Yes,12,Estate Agent
August,Apartment,1300,Dublin City South,Dublin 6,2,1,No,No,30,Estate Agent
August,Apartment,1100,Dublin City South,Dublin 4,1,1,No,No,6,Estate Agent
August,Apartment,990.00,Dublin City Nth.,Dublin 1,1,2,Yes,No,12,Estate Agent
August,Apartment,1760.00,North Co Dublin,,1,2,Yes,No, ,Estate Agent
August,Apartment,1020,Dublin City North,Dublin 1,1,2,No,No,12,Estate Agent
August,Apartment,2200,Dublin City South,Dublin 2,1,2,No,No,12,Estate Agent
August,Apartment,2590,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
August,Apartment,1110,Dublin City South,Dublin 2,1,1,No,No,12,Estate Agent
August,Apartment,2600.00,Dublin City South,Dublin 2,2,1,No,N/A, ,Estate Agent
August,House,5920,Dublin City South,Dublin 14,5,4,Yes,Yes,3,Owner
August,Apartment,1010,Dublin City Sth.,Dublin 20,2,1,No,No,12,Estate Agent
August,Apartment,1930,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
August,House,4140,Dublin City North,Dublin 13,3,1,Yes,Yes,60,Owner
August,Apartment,1920,Dublin City South,Dublin 22,2,1,N/A,No,12,Estate Agent
August,Apartment,1670.00,Dublin City South,Dublin 10,1,2,No,No,12,Estate Agent
August,Apartment,2540,Dublin City Sth.,Dublin 2,2,1,No,No,12,Estate Agent
August,Apartment,1910,Dublin City South,Dublin 18,1,1,No,No,12,Estate Agent
August,Apartment,2140,Dublin City South,Dublin 2,1,1,No,No,12,Estate Agent
August,Apartment,1100,Dublin City South,Dublin 18,1,2,No,N/A,12,Estate Agent
August,Apartment,1400,Dublin City Nth.,Dublin 1,1,1,Yes,No,6,Estate Agent
August,Apartment,2650,Dublin City Sth.,Dublin 18,2,2,No,No,12,Estate Agent
August,House,2540,Dublin City Sth.,Dublin 8,4,3,Yes,N/A,12,Owner
August,House,2600,Dublin City South,Dublin 18,2,2,No,Yes,120,Estate Agent
August,Apartment,1470,Dublin City North,Dublin 1,2,1,Yes,No,12,Estate Agent
August,Apartment,1310,Dublin City Sth.,Dublin 14,2,2,N/A,No,12,Estate Agent
August,Apartment,1100,Dublin City North,Dublin 13,1,1,N/A,No,3,Estate Agent
August,Apartment,2300,Dublin City South,Dublin 16,2,2,Yes,No,12,Estate Agent
August,Apartment,1240,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
August,Apartment,1930.00,Dublin City South,Dublin 8,1,1,Yes,No,3,Estate Agent
August,House,3270,Dublin City North,Dublin 13,3,2,Yes,Yes,12,Owner
August,House,2880.00,Dublin City Sth.,Dublin 10,5,1,N/A,Yes,12,Owner
August,Apartment,1800.00,North Co Dublin,,2,1,No,No,12,Estate Agent
August,Apartment,2180.00,Dublin City North,Dublin 1,2,2,No,No,12,Estate Agent
August,Apartment,1140,Dublin City Nth.,Dublin 1,2,2,No,No,12,Owner
August,Apartment,1750,North Co Dublin,,1,2,No,No,6,Estate Agent
August,Apartment,1520.00,Dublin City Sth.,Dublin 2,1,2,No,No,12,Estate Agent
August,Apartment,2720,Dublin City Nth.,Dublin 1,3,1,N/A,No,12,Estate Agent
August,Apartment,1410,Dublin City North,Dublin 13,1,1,No,No,12,Estate Agent
August,Apartment,2310,Dublin City Sth.,Dublin 10,2,1,No,No,12,Owner
August,Apartment,1790.00,Dublin City South,Dublin 22,2,1,No,No,12,Estate Agent
August,Apartment,1360,Dublin City South,Dublin 2,2,1,No,No,6,Estate Agent
August,Apartment,1030,Dublin City Nth.,Dublin 1,1,1,No,No,12,Estate Agent
August,Apartment,1680.00,Dublin City Sth.,Dublin 18,1,1,No,No,12,Estate Agent
August,Apartment,1200,Dublin City Sth.,Dublin 6,1,1,No,No,12,Estate Agent
August,Apartment,1480,Dublin City North,Dublin 1,2,1,No,No,12,Estate Agent
August,House,3190,Dublin City South,Dublin 22,3,1,Yes,Yes,3,Owner
August,Apartment,1840,Dublin City South,Dublin 16,1,1,No,No,12,Owner
August,Apartment,1710,Dublin City North,Dublin 1,1,1,No,No,6,Estate Agent
August,Apartment,790,Dublin City South,Dublin 12,1,2,No,No,60,Estate Agent
August,Apartment,4380,Dublin City North,Dublin 9,3,2,No,No,6,Estate Agent
August,House,5230,Dublin City Sth.,Dublin 6W,3,2,No,Yes,30,Owner
August,Apartment,2240,Dublin City South,Dublin 12,2,1,No,N/A,12,Estate Agent
August,Apartment,4340,Dublin City North,Dublin 13,3,2,Yes,No,120,Estate Agent
August,Apartment,1710,North Co Dublin,,2,1,No,No,6,Estate Agent
August,Apartment,1240,Dublin City North,Dublin 1,1,2,Yes,No,12,Estate Agent
August,Apartment,1420,Dublin City North,Dublin 1,1,1,Yes,No,12,Estate Agent
August,Apartment,1310,Dublin City North,Dublin 15,1,1,No,No,12,Estate Agent
August,Apartment,2080,Dublin City South,Dublin 6W,2,1,No,No,120,Estate Agent
August,Apartment,1290,Dublin City South,Dublin 2,1,1,No,N/A,12,Estate Agent
August,Apartment,1630,Dublin City South,Dublin 6W,2,1,No,N/A,12,Estate Agent
August,House,2630,Dublin City North,Dublin 1,4,1,No,Yes,6,Owner
August,Apartment,1820,Dublin City South,Dublin 16,1,2,No,No,12,Estate Agent
August,Apartment,2860,Dublin City South,Dublin 4,2,1,No,No,12,Owner
August,Apartment,1160.00,Dublin City Nth.,Dublin 1,1,2,No,N/A,12,Estate Agent
August,House,5880,Dublin City South,Dublin 2,3,2,Yes,Yes,12,Estate Agent
August,Apartment,1640,Dublin City South,Dublin 24,2,2,No,N/A,12,Estate  Agent
September,Apartment,2740,Dublin City South,Dublin 6W,2,2,No,No,12,Estate  Agent
September,Apartment,1820,Dublin City South,Dublin 2,2,1,No,No,12,Estate Agent
September,Apartment,3140,Dublin City South,Dublin 2,2,1,No,No,12,Estate  Agent
September,Apartment,2060,Dublin City South,Dublin 8,2,2,Yes,No,120,Estate Agent
September,House,5980,Dublin City North,Dublin 11,2,2,Yes,Yes,3,Owner
September,Apartment,4030,Dublin City South,Dublin 8,3,1,No,No,12,Estate Agent
September,House,8220,Dublin City Sth.,Dublin 2,4,3,Yes,Yes, ,Estate Agent
September,Apartment,1000,Dublin City South,Dublin 24,1,1,Yes,No,12,Owner
September,Apartment,1850.00,Dublin City South,Dublin 6,2,1,No,No,12,Estate Agent
September,Apartment,2000,Dublin City Sth.,Dublin 24,2,2,No,No,6,Estate Agent
September,Apartment,3040.00,Dublin City Sth.,Dublin 6,2,1,N/A,No,12,Estate  Agent
September,Apartment,2100,Dublin City South,Dublin 14,1,2,No,No,12,Estate Agent
September,Apartment,2170,Dublin City South,Dublin 20,3,1,Yes,No, ,Estate Agent
September,House,3850,Dublin City Nth.,Dublin 11,4,1,Yes,Yes,30,Estate Agent
September,Apartment,960,Dublin City South,Dublin 6W,1,1,No,No,12,Estate Agent
September,Apartment,1980.00,Dublin City South,Dublin 2,3,1,No,No,12,Estate Agent
September,Apartment,1970,Dublin City South,Dublin 10,1,1,Yes,No,6,Estate Agent
September,House,2760,Dublin City Sth.,Dublin 18,1,2,Yes,Yes,12,Owner
September,Apartment,5640.00,Dublin City South,Dublin 16,3,1,No,No,3,Estate Agent
September,Apartment,1750.00,Dublin City South,Dublin 24,1,2,Yes,No,6,Estate Agent
September,Apartment,2760,Dublin City South,Dublin 12,2,1,Yes,No,12,Estate Agent
September,Apartment,1720.00,Dublin City North,Dublin 7,2,1,N/A,No,6,Estate Agent
September,Apartment,1180.00,Dublin City North,Dublin 13,2,1,No,No,12,Estate Agent
September,House,2610,South Co Dublin,,3,1,No,Yes,12,Estate Agent
September,Apartment,3380,Dublin City South,Dublin 2,3,2,No,No,120,Estate Agent
September,Apartment,1120.00,Dublin City North,Dublin 17,1,1,No,No,30,Estate Agent
September,Apartment,1520,Dublin City Nth.,Dublin 17,1,2,No,No,12,Estate Agent
September,House,2340.00,Dublin City South,Dublin 22,3,1,Yes,Yes,12,Estate Agent
September,Apartment,1930,Dublin City Nth.,Dublin 11,1,1,No,No,12,Estate Agent
September,House,3510,Dublin City Nth.,Dublin 7,4,1,No,Yes,6,Estate Agent
September,Apartment,1740,Dublin City North,Dublin 7,3,1,No,N/A,12,Estate Agent
September,House,3900,Dublin City South,Dublin 10,3,2,Yes,Yes,3,Estate Agent
September,Apartment,1960,South Co Dublin,,1,2,No,No,12,Estate Agent
September,House,5310.00,Dublin City South,Dublin 22,3,2,Yes,Yes,3,Estate Agent
September,House,5380,North Co Dublin,,3,1,No,Yes,3,Estate Agent
September,Apartment,2220,Dublin City South,Dublin 12,1,2,No,No,3,Owner
September,House,2020,Dublin City South,Dublin 16,1,1,Yes,No,6,Estate Agent
September,Apartment,3300,Dublin City Sth.,Dublin 2,2,2,Yes,No,6,Owner
September,House,3240,Dublin City South,Dublin 20,3,2,No,Yes,12,Owner
September,Apartment,2760,Dublin City South,Dublin 2,2,1,No,No,120,Estate Agent
September,Apartment,3350,Dublin City Sth.,Dublin 2,2,1,Yes,N/A,12,Owner
September,Apartment,1990,Dublin City Sth.,Dublin 2,2,1,No,No,12,Owner
September,Apartment,1810,Dublin City South,Dublin 8,1,1,No,No,12,Estate Agent
September,Apartment,1620,Dublin City Sth.,Dublin 22,3,1,N/A,No,12,Owner
September,Apartment,2280,Dublin City North,Dublin 1,1,1,No,No,12,Estate Agent
September,House,3750,Dublin City South,Dublin 6W,3,2,Yes,Yes,6,Estate Agent
